X,Y,OBJECTID,Count_,Int_Number,Location
775028.7535,2952484.9,747,29,4110,Albany St & South Station Connector
774267.9304,2949273.281,748,32,3113,Albany St Connector & Frontage Rd NB
772631.0564,2968368.697,749,36,953,Alford St @ Edison Gate
760573.0833,2953154.507,750,57,3094,Amory St & Commonwealth Ave (N. Rdwy)
760561.7707,2953090.886,751,58,3095,Amory St & Commonwealth Ave (S. Rdwy)
766335.9191,2932861.256,752,50,3020,American Legion Hwy & Lena Park (@#150)
761082.9608,2935202.358,753,64,2164,"Arborway Ramps, Hyde Park Ave, New Washington St, & Washington St"
777018.9452,2954344.853,754,88,4102,Atlantic Ave & Pearl St
777260.2651,2954779.525,755,784,558,"Purchase St, Ramp CS-P, & Seaport Blvd"
777069.5383,2954651.392,756,783,1217,Purchase St @ Firehouse
775761.2164,2957527.972,757,821,4094,Sudbury St & Surface Rd SB
773694.1361,2959164.013,758,743,460,Nashua St @ #100
772150.2085,2957002.891,759,279,9010,"Cambridge St, Charles Circle, & Charles St"
772133.7119,2956823.685,760,0,9008,"Charles Circle, Charles St, & Storrow Dr Ramp"
773050.2888,2959058.582,761,687,4036,"Lowell St, Nashua St, & Ramp CN/N-LC"
772883.0327,2958878.628,762,682,9050,"Msgr O'Brien Hwy, Nashua St, & Storrow Dr (Leverett Circle)"
779745.3208,2953066.657,763,102,2351,B St & Seaport Blvd
779515.6611,2952626.209,764,103,4058,"B St, Congress St, & Ramps D & F"
777195.4384,2953735.057,765,436,361,Congress St & Dorchester Ave
780440.5009,2952151.494,766,435,4059,Congress St & D St
773810.5691,2947567.922,767,595,9995,Frontage Rd NB & Massachusetts Ave Connector
774115.1502,2947002.984,768,596,9990,Frontage Rd NB & South Boston Bypass Rd
773935.6795,2946926.918,769,599,9991,Frontage Rd SB & South Boston Bypass Rd
774792.7171,2950630.626,770,597,4114,Frontage Rd NB & Traveler St
774865.778,2945451.796,771,600,9994,Frontage Rd SB & South Bay Mall Dr
775163.791,2952915.415,772,676,1273,Kneeland St & Surface Rd SB
775259.252,2952401.557,773,684,4109,"Lincoln St, South Station Connector, & Ramp K"
767736.3575,2947520.394,774,722,3011,Melnea Cass Blvd & Tremont St (NB Turn)
768850.9705,2949756.971,775,712,2363,Massachusetts Ave @ MBTA Station Pedestrian Crossing
766752.7665,2950584.886,776,582,9019,Fenway @ Fire Alarm HQ
766821.7388,2950718.15,777,581,407,Fenway & Westland Ave
766364.6066,2951692.706,778,216,9007,Bowker Overpass & Boylston St
763423.2349,2950534.48,779,769,9001,Park Dr @ Landmark Center Entrance
763173.127,2950677.811,780,768,9000,Park Dr & Riverway
769504.4565,2952534.37,781,228,3131,Boylston St & Ring Rd
769067.8327,2952381.37,782,230,3132,Boylston St @ Prudential Service Entrance
776927.9937,2956732.141,783,725,4117,Mercantile St & Surface Rd SB
779080.7681,2952160.946,784,822,4111,Summer St & West Side Dr
766956.8117,2947539.161,785,798,3068,Ruggles St @ MBTA Station Bus Dr
760793.4764,2935260.293,786,749,2319,New Washington St @ Forest Hills MBTA Ped Crossing
760326.8192,2934477.395,787,844,1712,Washington St @ Forest Hill MBTA Station Busway
760877.798,2934915.922,788,669,2303,Hyde Park Ave & Forest Hills MBTA Station Busway Entrance
772969.3464,2961684.683,789,96,164,Austin St & Rutherford Ave
772874.4242,2964399.217,790,261,977,Bunker Hill St @ White Pool
770685.8257,2964988.963,791,275,3114,Cambridge St & Ramp CL
773732.311,2961018.425,792,787,2345,Ramp TL & Rutherford Ave
762438.2617,2952292.08,793,739,8001,Mountfort St & St. Mary's St
762287.9514,2949661.668,794,794,9021,Riverway & Short St
774499.0881,2954269.469,795,99,3076,Avenue de Lafayette & Washington St
775275.7329,2953256.374,796,114,1292,Beach St & Surface Rd SB
775488.3857,2958117.161,797,169,4120,Beverly St & North Washington St
775359.8824,2958295.609,798,170,4121,Beverly St & Valenti St
775563.7722,2958117.552,799,0,4095,"Cooper St, Cross St, North Washington St, & Ramp ST-SA"
760440.0855,2934932.881,800,0,2165,South St & Washington St @ Forest Hill MBTA Busway Exit
760473.3717,2935274.261,801,0,2163,"Arborway EB Off-ramp, South St, & Washington St"
760426.2491,2926429.386,802,468,1564,Cummins Hwy @ Shopping Center
762432.4897,2924558.104,803,467,955,Cummins Hwy @ #610 (near Hebron St)
774473.5386,2931517.51,804,516,468,Dorchester Ave @ St. Mark's Church
776726.9423,2942482.39,805,379,2059,Columbia Rd & Pulaski I-93 SB Ramps
766490.5675,2924118.381,806,106,555,Babson St & Freemont St
769148.1966,2924184.937,807,792,971,River St @ Mattapan Heights
768185.1906,2923966.151,808,793,968,River St @ Ryan Playground
778260.6281,2951561.298,809,808,9063,South Boston Haul Rd & West Service Rd Exit
774322.2644,2945829.941,810,813,9989,Southampton St & South Bay Dr
772532.7526,2946312.214,811,814,429,Southampton St @ #112
754293.2621,2912270.422,812,848,2246,West Milton St @ #79
750097.528,2955319.689,813,754,1133,North Beacon St @ #265
780737.0886,2960826.745,814,727,2309,Meridian St @ #65
784899.4148,2964113.508,815,156,4126,Bennington St @ Wood Island MBTA Station
756128.8563,2953796.362,816,242,1441,Brighton Ave & Linden Ave
755428.4965,2954804.619,817,282,621,"Cambridge St, Franklin St, & Harvard Ave"
753123.4251,2951263.797,818,415,470,Commonwealth Ave & Summit Ave
761850.518,2952411.786,819,293,8000,Carlton St & Mountfort St
772797.2237,2954487.212,820,334,624,Charles St @ Center Gate (Boston Common)
764729.4332,2943390.44,821,396,4125,Columbus Ave @ Jackson Sq MBTA Busway
764430.0824,2942880.256,822,306,3067,Centre St @ Jackson Sq MBTA Station
768488.0756,2947287.5,823,675,2087,Kerr Way & Melnea Cass Blvd
767942.2185,2950978.316,824,710,132,Massachusetts Ave @ #216
780690.0453,2952528.953,825,0,606,D St & Northern Ave
780304.3143,2951989.395,826,476,3129,D St & MBTA Silver Line Transitway
780108.4019,2951745.605,827,478,4116,D St & Ramp DB
770821.2506,2951785.542,828,492,2302,Dartmouth St @ MBTA Back Bay Station
778749.2806,2952074.842,829,203,9062,"Boston Haul Rd, Mass Haul Rd, & Ramp CT-S"
773550.8493,2947724.424,830,601,9993,"Frontage Rd SB, Ramp A2, & Ramp I"
757626.2414,2917108.193,831,670,3065,Hyde Park Ave @ Blake Estates/Shaw's Market
779267.3733,2950738.593,832,484,3130,D St @ Mid-block Ped Crossing
769108.6275,2937352.632,833,845,1429,Washington St @ Ladder #23
765327.1432,2948246.597,834,659,3097,Huntington Ave @ Engine #37
757010.0271,2925457.976,835,779,1901,Poplar St @ Conley School
772070.269,2952527.631,836,395,405,Columbus Ave @ Engine #7
791234.9033,2965452.587,837,802,1811,Saratoga St @ #1158
764407.1474,2952148.478,838,134,1340,Beacon St @ #712
